case,class,sigma_bin,output,rank,svd_relative_rms,singular_value
rotor,edge,6.000,u,136,3.754624349e-13,9.487996327e-11
rotor,edge,6.000,u,137,2.781179968e-13,8.772552599e-11
rotor,edge,6.000,u,138,1.840710437e-13,7.251086327e-11
rotor,edge,6.000,u,139,1.282927638e-13,4.590751679e-11
rotor,edge,6.000,u,140,8.059187209e-14,3.471661608e-11
rotor,edge,6.000,u,141,4.765670842e-14,2.260357253e-11
rotor,edge,6.000,u,142,2.335421534e-14,1.444803830e-11
rotor,edge,6.000,u,143,5.952643349e-15,7.854160383e-12
rotor,edge,6.000,u,144,0.000000000e+00,2.070287938e-12
rotor,edge,6.000,uj,1,7.986913268e-01,4.185626272e+02
rotor,edge,6.000,uj,2,5.580673926e-01,3.974400300e+02
rotor,edge,6.000,uj,3,3.940762878e-01,2.748604640e+02
rotor,edge,6.000,uj,4,3.124034461e-01,1.670858115e+02
rotor,edge,6.000,uj,5,2.372488399e-01,1.413750286e+02
rotor,edge,6.000,uj,6,1.857890176e-01,1.026300742e+02
rotor,edge,6.000,uj,7,1.501652129e-01,7.609587101e+01
rotor,edge,6.000,uj,8,1.314754115e-01,5.046623167e+01
rotor,edge,6.000,uj,9,1.142788011e-01,4.521919179e+01
rotor,edge,6.000,uj,10,9.545660607e-02,4.370407133e+01
rotor,edge,6.000,uj,11,8.311224370e-02,3.265788581e+01
rotor,edge,6.000,uj,12,7.181985542e-02,2.909474054e+01
rotor,edge,6.000,uj,13,6.301575811e-02,2.396600302e+01
rotor,edge,6.000,uj,14,5.514938256e-02,2.120717943e+01
rotor,edge,6.000,uj,15,4.798797122e-02,1.890419494e+01
rotor,edge,6.000,uj,16,4.177570885e-02,1.642578387e+01
rotor,edge,6.000,uj,17,3.632825685e-02,1.434776099e+01
rotor,edge,6.000,uj,18,3.123481067e-02,1.290361585e+01
rotor,edge,6.000,uj,19,2.602140514e-02,1.201774430e+01
rotor,edge,6.000,uj,20,2.209248962e-02,9.563623859e+00
rotor,edge,6.000,uj,21,1.858248228e-02,8.311291758e+00
rotor,edge,6.000,uj,22,1.573574196e-02,6.875229742e+00
rotor,edge,6.000,uj,23,1.371559350e-02,5.365312525e+00
rotor,edge,6.000,uj,24,1.185958353e-02,4.792370217e+00
rotor,edge,6.000,uj,25,1.032156306e-02,4.062785929e+00
rotor,edge,6.000,uj,26,8.972588175e-03,3.548670327e+00
rotor,edge,6.000,uj,27,7.787745752e-03,3.099720362e+00
rotor,edge,6.000,uj,28,6.832205541e-03,2.599850237e+00
rotor,edge,6.000,uj,29,5.976898867e-03,2.302349220e+00
rotor,edge,6.000,uj,30,5.068706257e-03,2.203102094e+00
rotor,edge,6.000,uj,31,4.276338759e-03,1.892800798e+00
rotor,edge,6.000,uj,32,3.739515978e-03,1.442916742e+00
rotor,edge,6.000,uj,33,3.286228470e-03,1.241320520e+00
rotor,edge,6.000,uj,34,2.918251964e-03,1.051026437e+00
rotor,edge,6.000,uj,35,2.569865801e-03,9.618183181e-01
rotor,edge,6.000,uj,36,2.214108948e-03,9.074484469e-01
rotor,edge,6.000,uj,37,1.922006329e-03,7.645659058e-01
rotor,edge,6.000,uj,38,1.678586381e-03,6.512023605e-01
rotor,edge,6.000,uj,39,1.442335071e-03,5.972819854e-01
rotor,edge,6.000,uj,40,1.266246095e-03,4.803832939e-01
rotor,edge,6.000,uj,41,1.104271080e-03,4.310190373e-01
rotor,edge,6.000,uj,42,9.700446611e-04,3.670348636e-01
rotor,edge,6.000,uj,43,8.514711293e-04,3.232668957e-01
rotor,edge,6.000,uj,44,7.276355645e-04,3.075950318e-01
rotor,edge,6.000,uj,45,6.076694091e-04,2.784008063e-01
rotor,edge,6.000,uj,46,5.069842183e-04,2.330256082e-01
rotor,edge,6.000,uj,47,4.297656484e-04,1.870783720e-01
rotor,edge,6.000,uj,48,3.791724201e-04,1.407196407e-01
rotor,edge,6.000,uj,49,3.293551483e-04,1.306830408e-01
rotor,edge,6.000,uj,50,2.843080189e-04,1.156510217e-01
rotor,edge,6.000,uj,51,2.472127245e-04,9.767207287e-02
rotor,edge,6.000,uj,52,2.146373955e-04,8.531901259e-02
rotor,edge,6.000,uj,53,1.896922403e-04,6.985729694e-02
rotor,edge,6.000,uj,54,1.699130253e-04,5.866356228e-02
rotor,edge,6.000,uj,55,1.511329060e-04,5.401117715e-02
rotor,edge,6.000,uj,56,1.361566703e-04,4.562597445e-02
rotor,edge,6.000,uj,57,1.216840895e-04,4.249126518e-02
rotor,edge,6.000,uj,58,1.080804609e-04,3.888837356e-02
rotor,edge,6.000,uj,59,9.531787057e-05,3.544002274e-02
rotor,edge,6.000,uj,60,8.308765731e-05,3.249167146e-02
rotor,edge,6.000,uj,61,7.459637334e-05,2.545255729e-02
rotor,edge,6.000,uj,62,6.640482345e-05,2.363988309e-02
rotor,edge,6.000,uj,63,5.832495452e-05,2.208198534e-02
rotor,edge,6.000,uj,64,5.020427002e-05,2.065002366e-02
rotor,edge,6.000,uj,65,4.478523125e-05,1.578155588e-02
rotor,edge,6.000,uj,66,3.920959641e-05,1.505304355e-02
rotor,edge,6.000,uj,67,3.429770114e-05,1.321723653e-02
rotor,edge,6.000,uj,68,2.989803615e-05,1.168998045e-02
rotor,edge,6.000,uj,69,2.537915103e-05,1.099358915e-02
rotor,edge,6.000,uj,70,2.138859442e-05,9.502564809e-03
rotor,edge,6.000,uj,71,1.779057696e-05,8.258670534e-03
rotor,edge,6.000,uj,72,1.488500305e-05,6.777640066e-03
rotor,edge,6.000,uj,73,1.227417936e-05,5.857307214e-03
rotor,edge,6.000,uj,74,1.049445865e-05,4.427874854e-03
rotor,edge,6.000,uj,75,8.769492171e-06,4.009718596e-03
rotor,edge,6.000,uj,76,6.756709480e-06,3.888498542e-03
rotor,edge,6.000,uj,77,5.473295889e-06,2.755798920e-03
rotor,edge,6.000,uj,78,4.460456945e-06,2.206367012e-03
rotor,edge,6.000,uj,79,3.540662181e-06,1.886999215e-03
rotor,edge,6.000,uj,80,2.731895748e-06,1.566696178e-03
rotor,edge,6.000,uj,81,2.130336178e-06,1.189619407e-03
rotor,edge,6.000,uj,82,1.683945444e-06,9.076425514e-04
rotor,edge,6.000,uj,83,1.341365032e-06,7.081367347e-04
rotor,edge,6.000,uj,84,1.040835578e-06,5.885502815e-04
rotor,edge,6.000,uj,85,7.859341588e-07,4.746559351e-04
rotor,edge,6.000,uj,86,6.141777516e-07,3.411055088e-04
rotor,edge,6.000,uj,87,4.856929281e-07,2.614855012e-04
rotor,edge,6.000,uj,88,3.840072044e-07,2.068548199e-04
rotor,edge,6.000,uj,89,3.130828051e-07,1.546653921e-04
rotor,edge,6.000,uj,90,2.522508189e-07,1.289939351e-04
rotor,edge,6.000,uj,91,2.076786114e-07,9.959294090e-05
rotor,edge,6.000,uj,92,1.595706024e-07,9.245704598e-05
rotor,edge,6.000,uj,93,1.216859179e-07,7.180158347e-05
rotor,edge,6.000,uj,94,1.011147647e-07,4.709105964e-05
rotor,edge,6.000,uj,95,8.774080625e-08,3.495793489e-05
rotor,edge,6.000,uj,96,7.322255863e-08,3.362571328e-05
rotor,edge,6.000,uj,97,6.140158800e-08,2.774846320e-05
rotor,edge,6.000,uj,98,5.075243886e-08,2.403896555e-05
rotor,edge,6.000,uj,99,4.177171902e-08,2.005090731e-05
rotor,edge,6.000,uj,100,3.480744595e-08,1.606364485e-05
rotor,edge,6.000,uj,101,2.936377990e-08,1.300070159e-05
rotor,edge,6.000,uj,102,2.570683155e-08,9.871206733e-06
rotor,edge,6.000,uj,103,2.172025121e-08,9.564545794e-06
rotor,edge,6.000,uj,104,1.857799680e-08,7.827347947e-06
rotor,edge,6.000,uj,105,1.569305664e-08,6.916446414e-06
rotor,edge,6.000,uj,106,1.321047405e-08,5.892209572e-06
rotor,edge,6.000,uj,107,1.049975461e-08,5.576491461e-06
rotor,edge,6.000,uj,108,8.550355476e-09,4.238869181e-06
rotor,edge,6.000,uj,109,6.972443593e-09,3.442526373e-06
rotor,edge,6.000,uj,110,5.368053863e-09,3.095081966e-06
rotor,edge,6.000,uj,111,4.178080801e-09,2.344408180e-06
rotor,edge,6.000,uj,112,3.537104138e-09,1.546839181e-06
rotor,edge,6.000,uj,113,2.966447631e-09,1.340027073e-06
rotor,edge,6.000,uj,114,2.366018266e-09,1.244646122e-06
rotor,edge,6.000,uj,115,1.870244539e-09,1.008054670e-06
rotor,edge,6.000,uj,116,1.401601348e-09,8.613277905e-07
rotor,edge,6.000,uj,117,1.050735856e-09,6.452251783e-07
rotor,edge,6.000,uj,118,7.371302611e-10,5.208471393e-07
rotor,edge,6.000,uj,119,6.122519554e-10,2.855366598e-07
rotor,edge,6.000,uj,120,4.864098743e-10,2.586400935e-07
rotor,edge,6.000,uj,121,3.794112471e-10,2.117161928e-07
rotor,edge,6.000,uj,122,3.212028434e-10,1.404698644e-07
rotor,edge,6.000,uj,123,2.608511200e-10,1.303699048e-07
rotor,edge,6.000,uj,124,2.060820749e-10,1.112361231e-07
rotor,edge,6.000,uj,125,1.522088152e-10,9.663966035e-08
rotor,edge,6.000,uj,126,1.245823824e-10,6.082602380e-08
rotor,edge,6.000,uj,127,1.001875238e-10,5.150733969e-08
rotor,edge,6.000,uj,128,7.912138236e-11,4.275080663e-08
rotor,edge,6.000,uj,129,5.988855708e-11,3.596626625e-08
rotor,edge,6.000,uj,130,4.424287389e-11,2.807624793e-08
rotor,edge,6.000,uj,131,3.433950056e-11,1.940461515e-08
rotor,edge,6.000,uj,132,2.412257909e-11,1.699996560e-08
rotor,edge,6.000,uj,133,1.910356631e-11,1.024550313e-08
rotor,edge,6.000,uj,134,1.569059535e-11,7.580020325e-09
rotor,edge,6.000,uj,135,1.209293929e-11,6.954316521e-09
rotor,edge,6.000,uj,136,8.567358799e-12,5.936554975e-09
rotor,edge,6.000,uj,137,6.620950153e-12,3.782009441e-09
rotor,edge,6.000,uj,138,4.327029483e-12,3.485836978e-09
rotor,edge,6.000,uj,139,2.823476414e-12,2.280755076e-09
rotor,edge,6.000,uj,140,1.582151760e-12,1.626662653e-09
rotor,edge,6.000,uj,141,1.109808369e-12,7.843576164e-10
rotor,edge,6.000,uj,142,5.978793259e-13,6.503692414e-10
rotor,edge,6.000,uj,143,2.695710059e-13,3.712052739e-10
rotor,edge,6.000,uj,144,0.000000000e+00,1.875098403e-10
rotor,edge,18.000,u,1,7.233102514e-01,2.401591618e+02
rotor,edge,18.000,u,2,4.093604766e-01,2.073971650e+02
rotor,edge,18.000,u,3,2.679231762e-01,1.076435879e+02
rotor,edge,18.000,u,4,1.852867091e-01,6.730641312e+01
rotor,edge,18.000,u,5,1.367076575e-01,4.349802535e+01
rotor,edge,18.000,u,6,1.039343645e-01,3.088635532e+01
rotor,edge,18.000,u,7,8.226308054e-02,2.209276480e+01
rotor,edge,18.000,u,8,6.933062998e-02,1.539933242e+01
rotor,edge,18.000,u,9,5.940659753e-02,1.243131447e+01
rotor,edge,18.000,u,10,5.012279628e-02,1.109044949e+01
rotor,edge,18.000,u,11,4.263803489e-02,9.164149911e+00
rotor,edge,18.000,u,12,3.516143326e-02,8.388056044e+00
rotor,edge,18.000,u,13,2.689028768e-02,7.879173011e+00
rotor,edge,18.000,u,14,2.279231426e-02,4.962581175e+00
rotor,edge,18.000,u,15,1.964227462e-02,4.021044673e+00
rotor,edge,18.000,u,16,1.731578264e-02,3.224974139e+00
rotor,edge,18.000,u,17,1.469541595e-02,3.185318703e+00
rotor,edge,18.000,u,18,1.201669559e-02,2.941973037e+00
rotor,edge,18.000,u,19,1.017452879e-02,2.223698982e+00
rotor,edge,18.000,u,20,8.572878354e-03,1.905791401e+00
rotor,edge,18.000,u,21,6.938395103e-03,1.751196391e+00
rotor,edge,18.000,u,22,5.817292388e-03,1.315211285e+00
rotor,edge,18.000,u,23,4.836000116e-03,1.124506588e+00
rotor,edge,18.000,u,24,4.093987018e-03,8.952659998e-01
rotor,edge,18.000,u,25,3.496018159e-03,7.409368741e-01
rotor,edge,18.000,u,26,3.048951856e-03,5.949229026e-01
rotor,edge,18.000,u,27,2.590034956e-03,5.594850091e-01
rotor,edge,18.000,u,28,2.210652931e-03,4.693653223e-01
rotor,edge,18.000,u,29,1.871624360e-03,4.091572857e-01
rotor,edge,18.000,u,30,1.553677061e-03,3.629508825e-01
rotor,edge,18.000,u,31,1.347380544e-03,2.690574447e-01
rotor,edge,18.000,u,32,1.150140814e-03,2.441027625e-01
rotor,edge,18.000,u,33,9.799171456e-04,2.094240585e-01
rotor,edge,18.000,u,34,8.077296119e-04,1.929579136e-01
rotor,edge,18.000,u,35,7.039613348e-04,1.377478085e-01
rotor,edge,18.000,u,36,6.064159523e-04,1.243433104e-01
rotor,edge,18.000,u,37,5.288608903e-04,1.031993242e-01
rotor,edge,18.000,u,38,4.432970694e-04,1.003077276e-01
rotor,edge,18.000,u,39,3.703996120e-04,8.470486450e-02
rotor,edge,18.000,u,40,3.152267546e-04,6.764370432e-02
rotor,edge,18.000,u,41,2.638757778e-04,5.997537551e-02
rotor,edge,18.000,u,42,2.151048680e-04,5.315698010e-02
rotor,edge,18.000,u,43,1.842977852e-04,3.857906070e-02
rotor,edge,18.000,u,44,1.550128226e-04,3.466905030e-02
rotor,edge,18.000,u,45,1.279913427e-04,3.041388280e-02
rotor,edge,18.000,u,46,1.044418878e-04,2.573122293e-02
rotor,edge,18.000,u,47,8.719074626e-05,1.999698602e-02
rotor,edge,18.000,u,48,7.537605178e-05,1.524221428e-02
rotor,edge,18.000,u,49,6.587716973e-05,1.273961540e-02
rotor,edge,18.000,u,50,5.791957835e-05,1.091607032e-02
rotor,edge,18.000,u,51,4.973745191e-05,1.032226917e-02
rotor,edge,18.000,u,52,4.309022745e-05,8.639324920e-03
rotor,edge,18.000,u,53,3.596483496e-05,8.254487763e-03
rotor,edge,18.000,u,54,3.068425757e-05,6.524672467e-03
rotor,edge,18.000,u,55,2.657720512e-05,5.333560580e-03
rotor,edge,18.000,u,56,2.288776292e-05,4.698401332e-03
rotor,edge,18.000,u,57,1.986906268e-05,3.951241832e-03
rotor,edge,18.000,u,58,1.732715058e-05,3.381820226e-03
rotor,edge,18.000,u,59,1.537572348e-05,2.778369588e-03
rotor,edge,18.000,u,60,1.321971865e-05,2.730826831e-03
rotor,edge,18.000,u,61,1.139530424e-05,2.330680584e-03
rotor,edge,18.000,u,62,1.008944935e-05,1.842186255e-03
rotor,edge,18.000,u,63,8.656255228e-06,1.802703418e-03
rotor,edge,18.000,u,64,7.452027160e-06,1.531792289e-03
rotor,edge,18.000,u,65,6.452896526e-06,1.296332267e-03
rotor,edge,18.000,u,66,5.459789154e-06,1.196255186e-03
rotor,edge,18.000,u,67,4.620442010e-06,1.011642214e-03
rotor,edge,18.000,u,68,3.974352587e-06,8.195679300e-04
rotor,edge,18.000,u,69,3.353635472e-06,7.417543907e-04
rotor,edge,18.000,u,70,2.802017090e-06,6.408808634e-04
rotor,edge,18.000,u,71,2.335550232e-06,5.384061950e-04
rotor,edge,18.000,u,72,1.932431476e-06,4.561930522e-04
rotor,edge,18.000,u,73,1.526989775e-06,4.118952854e-04
rotor,edge,18.000,u,74,1.193798887e-06,3.311424453e-04
rotor,edge,18.000,u,75,9.086769945e-07,2.692785023e-04
rotor,edge,18.000,u,76,6.557775541e-07,2.187642230e-04
rotor,edge,18.000,u,77,5.310630564e-07,1.338059911e-04
rotor,edge,18.000,u,78,3.869819965e-07,1.264900411e-04
rotor,edge,18.000,u,79,2.901041373e-07,8.907485328e-05
rotor,edge,18.000,u,80,2.277175832e-07,6.251101056e-05
rotor,edge,18.000,u,81,1.938854231e-07,4.153723680e-05
rotor,edge,18.000,u,82,1.587060109e-07,3.873477672e-05
rotor,edge,18.000,u,83,1.236333038e-07,3.460917217e-05
rotor,edge,18.000,u,84,9.069538439e-08,2.922194528e-05
rotor,edge,18.000,u,85,5.593913805e-08,2.482878324e-05
rotor,edge,18.000,u,86,4.212577273e-08,1.280051541e-05
rotor,edge,18.000,u,87,3.653692649e-08,7.292331322e-06
rotor,edge,18.000,u,88,3.066886420e-08,6.906715930e-06
rotor,edge,18.000,u,89,2.562134255e-08,5.862412939e-06
rotor,edge,18.000,u,90,2.089460379e-08,5.157065173e-06
rotor,edge,18.000,u,91,1.623804167e-08,4.573319416e-06
rotor,edge,18.000,u,92,1.215142823e-08,3.746116763e-06
rotor,edge,18.000,u,93,9.539196263e-09,2.617958678e-06
rotor,edge,18.000,u,94,7.663238209e-09,1.975729147e-06
rotor,edge,18.000,u,95,6.039405037e-09,1.640566235e-06
rotor,edge,18.000,u,96,5.092394067e-09,1.129226533e-06
rotor,edge,18.000,u,97,4.239191407e-09,9.813517665e-07
rotor,edge,18.000,u,98,3.457283686e-09,8.531876773e-07
rotor,edge,18.000,u,99,3.024599342e-09,5.824478871e-07
rotor,edge,18.000,u,100,2.655701148e-09,5.034540153e-07
rotor,edge,18.000,u,101,2.269271909e-09,4.797973099e-07
rotor,edge,18.000,u,102,1.845534780e-09,4.592443978e-07
rotor,edge,18.000,u,103,1.601445844e-09,3.190173898e-07
rotor,edge,18.000,u,104,1.332063103e-09,3.091715206e-07
rotor,edge,18.000,u,105,1.069567325e-09,2.761436997e-07
rotor,edge,18.000,u,106,8.623787751e-10,2.200398128e-07
rotor,edge,18.000,u,107,6.806048052e-10,1.841905681e-07
rotor,edge,18.000,u,108,5.637453798e-10,1.326245950e-07
rotor,edge,18.000,u,109,4.524460875e-10,1.169647138e-07
rotor,edge,18.000,u,110,3.561974156e-10,9.702794039e-08
rotor,edge,18.000,u,111,2.694961599e-10,8.100548573e-08
rotor,edge,18.000,u,112,2.038958968e-10,6.128922971e-08
rotor,edge,18.000,u,113,1.565608424e-10,4.542959904e-08
rotor,edge,18.000,u,114,1.171210416e-10,3.613360319e-08
rotor,edge,18.000,u,115,9.500366604e-11,2.382227940e-08
rotor,edge,18.000,u,116,6.777378139e-11,2.315479322e-08
rotor,edge,18.000,u,117,5.445913166e-11,1.403071629e-08
rotor,edge,18.000,u,118,4.247259402e-11,1.185497761e-08
rotor,edge,18.000,u,119,3.537166762e-11,8.176956676e-09
rotor,edge,18.000,u,120,2.680442909e-11,8.026995983e-09
rotor,edge,18.000,u,121,1.979526934e-11,6.285580912e-09
rotor,edge,18.000,u,122,1.586969084e-11,4.115225081e-09
rotor,edge,18.000,u,123,1.292481003e-11,3.202650356e-09
rotor,edge,18.000,u,124,1.008943685e-11,2.809469921e-09
rotor,edge,18.000,u,125,7.431996206e-12,2.373217199e-09
rotor,edge,18.000,u,126,5.415442312e-12,1.770247867e-09
rotor,edge,18.000,u,127,4.160052109e-12,1.205843260e-09
rotor,edge,18.000,u,128,3.374974436e-12,8.459011113e-10
rotor,edge,18.000,u,129,2.641528113e-12,7.305956961e-10
rotor,edge,18.000,u,130,2.080356392e-12,5.661434124e-10
rotor,edge,18.000,u,131,1.542028751e-12,4.856702941e-10
rotor,edge,18.000,u,132,1.066425337e-12,3.873780151e-10
rotor,edge,18.000,u,133,8.143878765e-13,2.394563012e-10
rotor,edge,18.000,u,134,6.033913626e-13,1.902229162e-10
rotor,edge,18.000,u,135,4.641067239e-13,1.341084221e-10
rotor,edge,18.000,u,136,3.754624349e-13,9.487996327e-11
rotor,edge,18.000,u,137,2.781179968e-13,8.772552599e-11
rotor,edge,18.000,u,138,1.840710437e-13,7.251086327e-11
rotor,edge,18.000,u,139,1.282927638e-13,4.590751679e-11
rotor,edge,18.000,u,140,8.059187209e-14,3.471661608e-11
rotor,edge,18.000,u,141,4.765670842e-14,2.260357253e-11
rotor,edge,18.000,u,142,2.335421534e-14,1.444803830e-11
rotor,edge,18.000,u,143,5.952643349e-15,7.854160383e-12
rotor,edge,18.000,u,144,0.000000000e+00,2.070287938e-12
rotor,edge,18.000,uj,1,7.986913268e-01,4.185626272e+02
rotor,edge,18.000,uj,2,5.580673926e-01,3.974400300e+02
rotor,edge,18.000,uj,3,3.940762878e-01,2.748604640e+02
rotor,edge,18.000,uj,4,3.124034461e-01,1.670858115e+02
rotor,edge,18.000,uj,5,2.372488399e-01,1.413750286e+02
rotor,edge,18.000,uj,6,1.857890176e-01,1.026300742e+02
rotor,edge,18.000,uj,7,1.501652129e-01,7.609587101e+01
rotor,edge,18.000,uj,8,1.314754115e-01,5.046623167e+01
rotor,edge,18.000,uj,9,1.142788011e-01,4.521919179e+01
rotor,edge,18.000,uj,10,9.545660607e-02,4.370407133e+01
rotor,edge,18.000,uj,11,8.311224370e-02,3.265788581e+01
rotor,edge,18.000,uj,12,7.181985542e-02,2.909474054e+01
rotor,edge,18.000,uj,13,6.301575811e-02,2.396600302e+01
rotor,edge,18.000,uj,14,5.514938256e-02,2.120717943e+01
rotor,edge,18.000,uj,15,4.798797122e-02,1.890419494e+01
rotor,edge,18.000,uj,16,4.177570885e-02,1.642578387e+01
rotor,edge,18.000,uj,17,3.632825685e-02,1.434776099e+01
rotor,edge,18.000,uj,18,3.123481067e-02,1.290361585e+01
rotor,edge,18.000,uj,19,2.602140514e-02,1.201774430e+01
rotor,edge,18.000,uj,20,2.209248962e-02,9.563623859e+00
rotor,edge,18.000,uj,21,1.858248228e-02,8.311291758e+00
rotor,edge,18.000,uj,22,1.573574196e-02,6.875229742e+00
rotor,edge,18.000,uj,23,1.371559350e-02,5.365312525e+00
rotor,edge,18.000,uj,24,1.185958353e-02,4.792370217e+00
rotor,edge,18.000,uj,25,1.032156306e-02,4.062785929e+00
rotor,edge,18.000,uj,26,8.972588175e-03,3.548670327e+00
rotor,edge,18.000,uj,27,7.787745752e-03,3.099720362e+00
rotor,edge,18.000,uj,28,6.832205541e-03,2.599850237e+00
rotor,edge,18.000,uj,29,5.976898867e-03,2.302349220e+00
rotor,edge,18.000,uj,30,5.068706257e-03,2.203102094e+00
rotor,edge,18.000,uj,31,4.276338759e-03,1.892800798e+00
rotor,edge,18.000,uj,32,3.739515978e-03,1.442916742e+00
rotor,edge,18.000,uj,33,3.286228470e-03,1.241320520e+00
rotor,edge,18.000,uj,34,2.918251964e-03,1.051026437e+00
rotor,edge,18.000,uj,35,2.569865801e-03,9.618183181e-01
rotor,edge,18.000,uj,36,2.214108948e-03,9.074484469e-01
rotor,edge,18.000,uj,37,1.922006329e-03,7.645659058e-01
rotor,edge,18.000,uj,38,1.678586381e-03,6.512023605e-01
rotor,edge,18.000,uj,39,1.442335071e-03,5.972819854e-01
rotor,edge,18.000,uj,40,1.266246095e-03,4.803832939e-01
rotor,edge,18.000,uj,41,1.104271080e-03,4.310190373e-01
rotor,edge,18.000,uj,42,9.700446611e-04,3.670348636e-01
rotor,edge,18.000,uj,43,8.514711293e-04,3.232668957e-01
rotor,edge,18.000,uj,44,7.276355645e-04,3.075950318e-01
rotor,edge,18.000,uj,45,6.076694091e-04,2.784008063e-01
rotor,edge,18.000,uj,46,5.069842183e-04,2.330256082e-01
rotor,edge,18.000,uj,47,4.297656484e-04,1.870783720e-01
rotor,edge,18.000,uj,48,3.791724201e-04,1.407196407e-01
rotor,edge,18.000,uj,49,3.293551483e-04,1.306830408e-01
rotor,edge,18.000,uj,50,2.843080189e-04,1.156510217e-01
rotor,edge,18.000,uj,51,2.472127245e-04,9.767207287e-02
rotor,edge,18.000,uj,52,2.146373955e-04,8.531901259e-02
rotor,edge,18.000,uj,53,1.896922403e-04,6.985729694e-02
rotor,edge,18.000,uj,54,1.699130253e-04,5.866356228e-02
rotor,edge,18.000,uj,55,1.511329060e-04,5.401117715e-02
rotor,edge,18.000,uj,56,1.361566703e-04,4.562597445e-02
rotor,edge,18.000,uj,57,1.216840895e-04,4.249126518e-02
rotor,edge,18.000,uj,58,1.080804609e-04,3.888837356e-02
rotor,edge,18.000,uj,59,9.531787057e-05,3.544002274e-02
rotor,edge,18.000,uj,60,8.308765731e-05,3.249167146e-02
rotor,edge,18.000,uj,61,7.459637334e-05,2.545255729e-02
rotor,edge,18.000,uj,62,6.640482345e-05,2.363988309e-02
rotor,edge,18.000,uj,63,5.832495452e-05,2.208198534e-02
rotor,edge,18.000,uj,64,5.020427002e-05,2.065002366e-02
rotor,edge,18.000,uj,65,4.478523125e-05,1.578155588e-02
rotor,edge,18.000,uj,66,3.920959641e-05,1.505304355e-02
rotor,edge,18.000,uj,67,3.429770114e-05,1.321723653e-02
rotor,edge,18.000,uj,68,2.989803615e-05,1.168998045e-02
rotor,edge,18.000,uj,69,2.537915103e-05,1.099358915e-02
rotor,edge,18.000,uj,70,2.138859442e-05,9.502564809e-03
rotor,edge,18.000,uj,71,1.779057696e-05,8.258670534e-03
rotor,edge,18.000,uj,72,1.488500305e-05,6.777640066e-03
rotor,edge,18.000,uj,73,1.227417936e-05,5.857307214e-03
rotor,edge,18.000,uj,74,1.049445865e-05,4.427874854e-03
rotor,edge,18.000,uj,75,8.769492171e-06,4.009718596e-03
rotor,edge,18.000,uj,76,6.756709480e-06,3.888498542e-03
rotor,edge,18.000,uj,77,5.473295889e-06,2.755798920e-03
rotor,edge,18.000,uj,78,4.460456945e-06,2.206367012e-03
rotor,edge,18.000,uj,79,3.540662181e-06,1.886999215e-03
rotor,edge,18.000,uj,80,2.731895748e-06,1.566696178e-03
rotor,edge,18.000,uj,81,2.130336178e-06,1.189619407e-03
rotor,edge,18.000,uj,82,1.683945444e-06,9.076425514e-04
rotor,edge,18.000,uj,83,1.341365032e-06,7.081367347e-04
rotor,edge,18.000,uj,84,1.040835578e-06,5.885502815e-04
rotor,edge,18.000,uj,85,7.859341588e-07,4.746559351e-04
rotor,edge,18.000,uj,86,6.141777516e-07,3.411055088e-04
rotor,edge,18.000,uj,87,4.856929281e-07,2.614855012e-04
rotor,edge,18.000,uj,88,3.840072044e-07,2.068548199e-04
rotor,edge,18.000,uj,89,3.130828051e-07,1.546653921e-04
rotor,edge,18.000,uj,90,2.522508189e-07,1.289939351e-04
rotor,edge,18.000,uj,91,2.076786114e-07,9.959294090e-05
rotor,edge,18.000,uj,92,1.595706024e-07,9.245704598e-05
rotor,edge,18.000,uj,93,1.216859179e-07,7.180158347e-05
rotor,edge,18.000,uj,94,1.011147647e-07,4.709105964e-05
rotor,edge,18.000,uj,95,8.774080625e-08,3.495793489e-05
rotor,edge,18.000,uj,96,7.322255863e-08,3.362571328e-05
rotor,edge,18.000,uj,97,6.140158800e-08,2.774846320e-05
rotor,edge,18.000,uj,98,5.075243886e-08,2.403896555e-05
rotor,edge,18.000,uj,99,4.177171902e-08,2.005090731e-05
rotor,edge,18.000,uj,100,3.480744595e-08,1.606364485e-05
rotor,edge,18.000,uj,101,2.936377990e-08,1.300070159e-05
rotor,edge,18.000,uj,102,2.570683155e-08,9.871206733e-06
rotor,edge,18.000,uj,103,2.172025121e-08,9.564545794e-06
rotor,edge,18.000,uj,104,1.857799680e-08,7.827347947e-06
